sku,product_name,category,quantity,unit_price,sold_at
SKU-SNK-001,Potato Chips 50g,Snacks,5,20,2026-05-08T12:16:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,1,20,2026-05-08T13:06:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,5,20,2026-05-08T17:27:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,3,20,2026-05-08T18:46:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,3,20,2026-05-08T19:27:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,5,20,2026-05-08T20:32:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,1,20,2026-05-08T21:24:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,5,60,2026-05-08T07:12:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,3,60,2026-05-08T08:02:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,6,60,2026-05-08T09:27:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,1,60,2026-05-08T18:33:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,5,60,2026-05-08T19:43:00+00:00
SKU-BRD-001,Whole Wheat Bread,Bakery,6,45,2026-05-08T12:47:00+00:00
SKU-BRD-001,Whole Wheat Bread,Bakery,6,45,2026-05-08T18:42:00+00:00
SKU-FRT-001,Seasonal Fruit Pack,Produce,2,80,2026-05-08T12:23:00+00:00
SKU-FRT-001,Seasonal Fruit Pack,Produce,4,80,2026-05-08T18:04:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,6,299,2026-05-09T07:58:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,3,299,2026-05-09T08:39:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,3,299,2026-05-09T09:42:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,1,299,2026-05-09T17:46:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,3,299,2026-05-09T18:32:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,6,40,2026-05-09T10:42:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,8,40,2026-05-09T11:20:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,8,40,2026-05-09T12:44:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,6,40,2026-05-09T13:35:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,4,40,2026-05-09T14:12:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,8,40,2026-05-09T15:42:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,8,40,2026-05-09T16:43:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,12,40,2026-05-09T17:57:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,4,40,2026-05-09T18:39:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,10,40,2026-05-09T19:19:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,8,40,2026-05-09T20:35:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,2,55,2026-05-09T10:19:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,6,55,2026-05-09T11:13:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,8,55,2026-05-09T12:50:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,10,55,2026-05-09T13:38:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,12,55,2026-05-09T14:20:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,8,55,2026-05-09T15:28:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,8,55,2026-05-09T16:43:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,4,55,2026-05-09T17:32:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,8,55,2026-05-09T18:50:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,12,55,2026-05-09T19:10:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,12,55,2026-05-09T20:05:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,3,25,2026-05-09T11:32:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,6,25,2026-05-09T12:40:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,5,25,2026-05-09T13:21:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,1,25,2026-05-09T17:52:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,2,25,2026-05-09T18:43:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,3,25,2026-05-09T19:14:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,2,25,2026-05-09T20:09:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,1,25,2026-05-09T21:02:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,2,20,2026-05-09T11:30:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,5,20,2026-05-09T12:54:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,1,20,2026-05-09T13:29:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,4,20,2026-05-09T17:56:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,6,20,2026-05-09T18:36:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,2,20,2026-05-09T19:45:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,6,20,2026-05-09T20:24:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,4,20,2026-05-09T21:25:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,2,60,2026-05-09T07:09:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,6,60,2026-05-09T08:44:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,1,60,2026-05-09T09:57:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,1,60,2026-05-09T18:49:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,4,60,2026-05-09T19:14:00+00:00
SKU-BRD-001,Whole Wheat Bread,Bakery,2,45,2026-05-09T12:51:00+00:00
SKU-BRD-001,Whole Wheat Bread,Bakery,6,45,2026-05-09T18:33:00+00:00
SKU-FRT-001,Seasonal Fruit Pack,Produce,4,80,2026-05-09T12:03:00+00:00
SKU-FRT-001,Seasonal Fruit Pack,Produce,5,80,2026-05-09T18:15:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,1,299,2026-05-10T07:29:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,2,299,2026-05-10T08:51:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,4,299,2026-05-10T09:42:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,5,299,2026-05-10T17:35:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,5,299,2026-05-10T18:20:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,8,40,2026-05-10T10:39:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,12,40,2026-05-10T11:57:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,10,40,2026-05-10T12:27:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,10,40,2026-05-10T13:28:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,4,40,2026-05-10T14:47:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,8,40,2026-05-10T15:28:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,6,40,2026-05-10T16:48:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,4,40,2026-05-10T17:53:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,12,40,2026-05-10T18:17:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,10,40,2026-05-10T19:31:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,12,40,2026-05-10T20:15:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,6,55,2026-05-10T10:28:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,2,55,2026-05-10T11:45:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,6,55,2026-05-10T12:15:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,6,55,2026-05-10T13:21:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,6,55,2026-05-10T14:57:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,10,55,2026-05-10T15:05:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,4,55,2026-05-10T16:09:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,4,55,2026-05-10T17:24:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,12,55,2026-05-10T18:09:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,12,55,2026-05-10T19:13:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,2,55,2026-05-10T20:26:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,4,25,2026-05-10T11:21:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,5,25,2026-05-10T12:29:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,4,25,2026-05-10T13:03:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,2,25,2026-05-10T17:53:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,4,25,2026-05-10T18:24:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,5,25,2026-05-10T19:44:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,1,25,2026-05-10T20:54:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,5,25,2026-05-10T21:24:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,4,20,2026-05-10T11:00:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,3,20,2026-05-10T12:19:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,4,20,2026-05-10T13:54:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,4,20,2026-05-10T17:34:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,6,20,2026-05-10T18:47:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,5,20,2026-05-10T19:51:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,5,20,2026-05-10T20:57:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,2,20,2026-05-10T21:31:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,2,60,2026-05-10T07:17:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,4,60,2026-05-10T08:31:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,1,60,2026-05-10T09:24:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,3,60,2026-05-10T18:42:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,6,60,2026-05-10T19:51:00+00:00
SKU-BRD-001,Whole Wheat Bread,Bakery,4,45,2026-05-10T12:46:00+00:00
SKU-BRD-001,Whole Wheat Bread,Bakery,2,45,2026-05-10T18:53:00+00:00
SKU-FRT-001,Seasonal Fruit Pack,Produce,4,80,2026-05-10T12:58:00+00:00
SKU-FRT-001,Seasonal Fruit Pack,Produce,2,80,2026-05-10T18:39:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,5,299,2026-05-11T07:01:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,4,299,2026-05-11T08:37:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,5,299,2026-05-11T09:42:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,1,299,2026-05-11T17:05:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,6,299,2026-05-11T18:27:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,2,40,2026-05-11T10:55:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,4,40,2026-05-11T11:11:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,1,40,2026-05-11T12:16:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,4,40,2026-05-11T13:20:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,2,40,2026-05-11T14:29:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,3,40,2026-05-11T15:21:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,4,40,2026-05-11T16:17:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,4,40,2026-05-11T17:16:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,1,40,2026-05-11T18:30:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,1,40,2026-05-11T19:47:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,5,40,2026-05-11T20:03:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,3,55,2026-05-11T10:14:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,6,55,2026-05-11T11:04:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,6,55,2026-05-11T12:02:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,1,55,2026-05-11T13:15:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,2,55,2026-05-11T14:53:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,1,55,2026-05-11T15:39:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,2,55,2026-05-11T16:15:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,2,55,2026-05-11T17:30:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,6,55,2026-05-11T18:07:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,5,55,2026-05-11T19:13:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,4,55,2026-05-11T20:44:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,3,25,2026-05-11T11:49:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,3,25,2026-05-11T12:10:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,5,25,2026-05-11T13:38:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,6,25,2026-05-11T17:45:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,1,25,2026-05-11T18:49:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,2,25,2026-05-11T19:19:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,1,25,2026-05-11T20:37:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,1,25,2026-05-11T21:59:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,3,20,2026-05-11T11:36:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,6,20,2026-05-11T12:58:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,4,20,2026-05-11T13:25:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,6,20,2026-05-11T17:12:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,1,20,2026-05-11T18:37:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,6,20,2026-05-11T19:53:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,6,20,2026-05-11T20:15:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,1,20,2026-05-11T21:44:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,3,60,2026-05-11T07:54:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,6,60,2026-05-11T08:38:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,1,60,2026-05-11T09:50:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,5,60,2026-05-11T18:50:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,1,60,2026-05-11T19:22:00+00:00
SKU-BRD-001,Whole Wheat Bread,Bakery,5,45,2026-05-11T12:27:00+00:00
SKU-BRD-001,Whole Wheat Bread,Bakery,6,45,2026-05-11T18:23:00+00:00
SKU-FRT-001,Seasonal Fruit Pack,Produce,1,80,2026-05-11T12:32:00+00:00
SKU-FRT-001,Seasonal Fruit Pack,Produce,6,80,2026-05-11T18:21:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,1,299,2026-05-12T07:54:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,4,299,2026-05-12T08:52:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,4,299,2026-05-12T09:06:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,4,299,2026-05-12T17:23:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,6,299,2026-05-12T18:57:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,4,40,2026-05-12T10:45:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,2,40,2026-05-12T11:27:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,2,40,2026-05-12T12:46:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,5,40,2026-05-12T13:41:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,3,40,2026-05-12T14:39:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,5,40,2026-05-12T15:49:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,4,40,2026-05-12T16:29:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,4,40,2026-05-12T17:52:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,6,40,2026-05-12T18:37:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,3,40,2026-05-12T19:20:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,2,40,2026-05-12T20:53:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,1,55,2026-05-12T10:17:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,4,55,2026-05-12T11:15:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,4,55,2026-05-12T12:36:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,5,55,2026-05-12T13:42:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,4,55,2026-05-12T14:21:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,1,55,2026-05-12T15:31:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,3,55,2026-05-12T16:11:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,4,55,2026-05-12T17:13:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,3,55,2026-05-12T18:51:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,3,55,2026-05-12T19:21:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,3,55,2026-05-12T20:56:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,5,25,2026-05-12T11:44:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,3,25,2026-05-12T12:35:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,1,25,2026-05-12T13:33:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,2,25,2026-05-12T17:05:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,2,25,2026-05-12T18:46:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,4,25,2026-05-12T19:31:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,5,25,2026-05-12T20:48:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,2,25,2026-05-12T21:44:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,4,20,2026-05-12T11:41:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,6,20,2026-05-12T12:31:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,4,20,2026-05-12T13:50:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,1,20,2026-05-12T17:05:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,3,20,2026-05-12T18:14:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,4,20,2026-05-12T19:44:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,2,20,2026-05-12T20:19:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,6,20,2026-05-12T21:37:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,3,60,2026-05-12T07:30:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,5,60,2026-05-12T08:33:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,3,60,2026-05-12T09:27:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,6,60,2026-05-12T18:35:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,3,60,2026-05-12T19:22:00+00:00
SKU-BRD-001,Whole Wheat Bread,Bakery,6,45,2026-05-12T12:29:00+00:00
SKU-BRD-001,Whole Wheat Bread,Bakery,3,45,2026-05-12T18:19:00+00:00
SKU-FRT-001,Seasonal Fruit Pack,Produce,3,80,2026-05-12T12:14:00+00:00
SKU-FRT-001,Seasonal Fruit Pack,Produce,1,80,2026-05-12T18:46:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,2,299,2026-05-13T07:20:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,1,299,2026-05-13T08:47:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,5,299,2026-05-13T09:48:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,6,299,2026-05-13T17:11:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,2,299,2026-05-13T18:13:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,6,40,2026-05-13T10:30:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,3,40,2026-05-13T11:46:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,5,40,2026-05-13T12:48:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,5,40,2026-05-13T13:38:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,3,40,2026-05-13T14:06:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,2,40,2026-05-13T15:18:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,2,40,2026-05-13T16:23:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,2,40,2026-05-13T17:19:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,1,40,2026-05-13T18:45:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,5,40,2026-05-13T19:08:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,3,40,2026-05-13T20:02:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,1,55,2026-05-13T10:35:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,3,55,2026-05-13T11:44:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,2,55,2026-05-13T12:40:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,4,55,2026-05-13T13:06:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,1,55,2026-05-13T14:36:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,3,55,2026-05-13T15:30:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,4,55,2026-05-13T16:28:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,3,55,2026-05-13T17:11:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,1,55,2026-05-13T18:16:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,4,55,2026-05-13T19:07:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,1,55,2026-05-13T20:25:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,4,25,2026-05-13T11:04:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,5,25,2026-05-13T12:40:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,6,25,2026-05-13T13:03:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,2,25,2026-05-13T17:09:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,5,25,2026-05-13T18:19:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,1,25,2026-05-13T19:15:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,1,25,2026-05-13T20:35:00+00:00
SKU-NOD-001,Instant Noodles Pack,Snacks,4,25,2026-05-13T21:38:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,5,20,2026-05-13T11:50:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,5,20,2026-05-13T12:14:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,5,20,2026-05-13T13:24:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,4,20,2026-05-13T17:58:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,4,20,2026-05-13T18:19:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,5,20,2026-05-13T19:27:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,3,20,2026-05-13T20:36:00+00:00
SKU-SNK-001,Potato Chips 50g,Snacks,5,20,2026-05-13T21:03:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,5,60,2026-05-13T07:47:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,1,60,2026-05-13T08:48:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,2,60,2026-05-13T09:40:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,2,60,2026-05-13T18:16:00+00:00
SKU-DAI-001,Fresh Milk 1L,Dairy,6,60,2026-05-13T19:05:00+00:00
SKU-BRD-001,Whole Wheat Bread,Bakery,2,45,2026-05-13T12:15:00+00:00
SKU-BRD-001,Whole Wheat Bread,Bakery,2,45,2026-05-13T18:35:00+00:00
SKU-FRT-001,Seasonal Fruit Pack,Produce,1,80,2026-05-13T12:10:00+00:00
SKU-FRT-001,Seasonal Fruit Pack,Produce,1,80,2026-05-13T18:26:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,4,299,2026-05-14T07:44:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,5,299,2026-05-14T08:30:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,3,299,2026-05-14T09:02:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,2,299,2026-05-14T17:18:00+00:00
SKU-UMB-001,Compact Umbrella,Rain Gear,6,299,2026-05-14T18:18:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,6,40,2026-05-14T10:55:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,4,40,2026-05-14T11:04:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,6,40,2026-05-14T12:14:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,3,40,2026-05-14T13:50:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,6,40,2026-05-14T14:37:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,6,40,2026-05-14T15:51:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,2,40,2026-05-14T16:27:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,1,40,2026-05-14T17:34:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,2,40,2026-05-14T18:41:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,2,40,2026-05-14T19:58:00+00:00
SKU-BEV-001,Cold Beverage 500ml,Beverages,3,40,2026-05-14T20:52:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,2,55,2026-05-14T10:04:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,1,55,2026-05-14T11:10:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,3,55,2026-05-14T12:38:00+00:00
SKU-BEV-002,Energy Drink 250ml,Beverages,6,55,2026-05-14T13:52:00+00:00
